City,BankState,ApprovalFY,NoEmp,NewExist,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,Accept,Franchise,CreateJobBinary,RetainedJobBinary,DisbursementGross_rango,BalanceGross_rango
GRAFTON,OH,2005,1,1,2,0,0,4000.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
NEW CONCORD,OH,2009,1,1,2,0,0,33350.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MIAMISBURG,OH,1998,16,0,0,0,0,288000.0,0.0,1,0,1,1,Alto,Sin Saldo
DUBLIN,IL,1997,1,1,0,0,1,16000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
SOLON,PA,2004,16,0,1,1,0,250000.0,0.0,1,0,0,1,Alto,Sin Saldo
FAIRLAWN,OH,2009,0,0,1,1,0,44324.0,0.0,1,0,0,0,Bajo,Sin Saldo
MENTOR,RI,2007,3,0,1,1,0,3000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
DAYTON,OH,2008,0,0,2,1,0,54905.0,0.0,0,0,0,0,Bajo,Sin Saldo
MASSILLON,DE,2006,3,1,1,0,0,47100.0,0.0,0,0,1,1,Bajo,Sin Saldo
CANFIELD,OH,2003,21,0,2,0,1,107000.0,0.0,1,0,0,0,Medio,Sin Saldo
WESTERVILLE,OH,2011,14,0,1,0,0,184000.0,0.0,0,0,1,0,Medio,Sin Saldo
LORAIN,OH,1986,10,0,0,0,0,65000.0,0.0,0,0,0,0,Bajo,Sin Saldo
MENTOR,IL,2002,2,0,1,1,0,10000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
NORTH OLMTED,OH,2007,8,0,1,1,0,35000.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
MADISON,NC,2007,4,0,2,0,0,2000000.0,0.0,1,0,1,1,Alto,Sin Saldo
CINCINNATI,OH,1994,10,1,0,0,0,85000.0,0.0,1,1,0,0,Bajo,Sin Saldo
RAVENNA,RI,2006,5,0,2,1,0,41499.0,0.0,1,0,0,1,Bajo,Sin Saldo
LONDON,OH,2001,5,0,1,1,0,35000.0,0.0,1,1,0,1,Muy bajo,Sin Saldo
TOLEDO,OH,1997,7,0,0,0,0,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
HEBRON,OH,2003,30,0,2,0,0,581600.0,0.0,1,0,0,0,Alto,Sin Saldo
FINDLAY,OH,1996,6,1,0,0,0,108000.0,0.0,1,0,0,0,Medio,Sin Saldo
PATASKALA,OH,2009,0,0,1,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,SD,2004,6,0,1,1,0,80304.0,0.0,1,0,1,1,Bajo,Sin Saldo
CINCINNATI,DE,2006,17,0,1,0,0,200000.0,0.0,1,0,1,1,Medio,Sin Saldo
COLUMBUS,IN,1994,2,0,0,0,0,160000.0,0.0,1,0,0,0,Medio,Sin Saldo
CINCINNATI,OH,1995,50,1,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
TROTWOOD,OH,2006,30,1,2,1,0,39275.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1984,77,0,0,0,0,139000.0,0.0,1,0,0,0,Medio,Sin Saldo
ALLIANCE,IL,1996,1,1,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
HUBBARD,IL,1997,4,0,0,1,0,75000.0,0.0,1,0,0,0,Bajo,Sin Saldo
TOLEDO,RI,2005,2,1,1,0,0,50946.0,0.0,1,0,1,1,Bajo,Sin Saldo
CINCINNATI,OH,2006,10,1,1,0,0,50500.0,0.0,1,0,1,1,Bajo,Sin Saldo
MASON,OH,2005,22,0,2,0,0,637000.0,0.0,0,0,0,0,Alto,Sin Saldo
CHAGRIN FALLS,VA,2005,4,0,1,1,0,166500.0,0.0,1,0,0,1,Medio,Sin Saldo
REYNOLDSBURG,OH,1997,18,0,0,0,0,444000.0,0.0,1,0,1,1,Alto,Sin Saldo
REYNOLDSBURG,OH,2009,0,0,1,0,0,10000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,OH,1982,15,0,0,0,0,470000.0,0.0,0,0,0,0,Alto,Sin Saldo
AMESVILLE,OH,2008,1,1,2,0,0,44800.0,0.0,0,0,1,0,Bajo,Sin Saldo
MENTOR,DE,2004,1,1,1,0,0,200000.0,0.0,1,0,1,1,Medio,Sin Saldo
WESTERVILLE,IL,2004,10,0,1,1,0,76593.0,0.0,1,1,0,1,Bajo,Sin Saldo
MEDINA,OH,2004,23,0,1,1,0,20000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CLEVELAND,OH,1996,5,0,0,0,0,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
PLEASANT PLAIN,OH,1994,3,1,0,0,0,72920.0,0.0,1,0,0,0,Bajo,Sin Saldo
LORAIN,CA,2006,2,0,1,0,0,25000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
KENT,OH,2002,1,1,1,0,0,35000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
ROCKY RIVER,OH,2007,4,1,1,1,0,27811.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1995,15,0,0,0,0,241000.0,0.0,1,0,1,1,Alto,Sin Saldo
EUCLID,OH,1997,3,0,0,0,1,72000.0,0.0,1,0,0,0,Bajo,Sin Saldo
ROSSFORD,RI,2006,1,1,2,0,0,700.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
FAIRFIELD,OH,2006,2,0,1,1,0,75872.0,0.0,1,0,0,1,Bajo,Sin Saldo
MARION,SD,1997,8,0,0,0,0,1474000.0,0.0,1,1,0,0,Alto,Sin Saldo
WILLOUGHBY HILLS,IL,2002,3,0,1,0,0,90700.0,0.0,1,0,0,1,Medio,Sin Saldo
STOW,IL,2005,15,0,1,1,0,108419.0,0.0,1,0,0,1,Medio,Sin Saldo
CANAL FULTON,RI,2002,8,0,1,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
PENINSULA,RI,2005,10,0,2,0,0,176000.0,0.0,1,0,0,1,Medio,Sin Saldo
DAYTON,OH,1993,17,0,0,0,0,115000.0,0.0,1,0,0,0,Medio,Sin Saldo
BALTIMORE,IL,2007,5,0,2,0,0,200000.0,0.0,1,0,1,1,Medio,Sin Saldo
FAIRFIELD,OH,2005,5,0,1,1,0,35651.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
BLACKLICK,OH,2001,45,1,1,1,0,150000.0,0.0,1,0,0,1,Medio,Sin Saldo
CINCINNATI,OH,2003,9,0,1,0,1,145000.0,0.0,1,1,0,0,Medio,Sin Saldo
OLMSTED FALLS,OH,2004,1,1,1,1,0,20437.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CINCINNATI,DE,2008,3,0,1,0,0,22500.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
BRUNSWICK,IL,2008,1,1,1,0,0,30500.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBIANA,OH,2005,1,0,2,0,0,30500.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,2007,0,0,1,1,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
TOLEDO,OH,1993,5,1,0,0,0,150000.0,0.0,1,1,0,0,Medio,Sin Saldo
INDEPENDENCE,OH,2002,1,1,1,1,0,10000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CINCINNATI,OH,2008,3,0,1,1,0,104823.0,0.0,1,0,0,1,Medio,Sin Saldo
LEWIS CENTER,OH,2010,0,0,1,0,0,245000.0,0.0,1,0,0,0,Alto,Sin Saldo
PORTSMOUTH,OH,1992,4,0,0,0,0,400000.0,0.0,1,0,0,0,Alto,Sin Saldo
NEW RICHMOND,OH,1998,1,0,0,0,1,30000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
TOLEDO,RI,2005,1,1,1,1,0,148762.0,0.0,1,0,0,1,Medio,Sin Saldo
CINCINNATI,OH,2000,16,1,1,0,0,95000.0,0.0,1,1,0,0,Medio,Sin Saldo
CUYAHOGA FALLS,IL,1999,2,1,1,0,0,29644.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
PERRYSBURG,OH,2000,1,1,1,1,0,102000.0,0.0,1,0,1,0,Medio,Sin Saldo
KIRTLAND,DE,2005,2,1,2,0,0,16200.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
BOLIVAR,RI,2005,6,0,2,0,0,5000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
FAIRBORN,OH,2005,8,0,1,0,0,632000.0,0.0,1,0,0,0,Alto,Sin Saldo
WEST CHESTER,OH,2008,1,1,2,1,0,45868.0,0.0,1,0,0,1,Bajo,Sin Saldo
TOLEDO,OH,1997,2,0,0,0,1,55000.0,0.0,1,0,0,0,Bajo,Sin Saldo
MIDDLEBURG HEIGHTS,OH,2007,11,0,1,0,0,121000.0,0.0,1,0,1,1,Medio,Sin Saldo
SHAKER HEIGHTS,PA,2004,2,0,1,0,0,575000.0,0.0,1,0,1,1,Alto,Sin Saldo
WEST CHESTER,OH,2007,16,0,2,0,0,77000.0,0.0,1,0,1,0,Bajo,Sin Saldo
TWINSBURG,OH,2004,13,0,1,0,0,516000.0,0.0,1,0,1,1,Alto,Sin Saldo
CINCINNATI,DE,2008,22,0,1,0,0,50000.0,0.0,1,0,1,1,Bajo,Sin Saldo
CINCINNATI,OH,2006,3,1,1,1,0,137053.0,0.0,1,0,0,1,Medio,Sin Saldo
CHESTERLAND,OH,1996,8,1,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
SPRINGBORO,OH,2012,5,0,1,0,0,675000.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,RI,2005,8,0,1,1,0,6370.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,RI,2005,8,0,1,0,0,18957.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CINCINNATI,OH,2007,250,1,1,1,0,57377.0,0.0,1,0,0,1,Bajo,Sin Saldo
ST. MARYS,OH,1994,84,0,0,0,0,536000.0,0.0,1,0,1,1,Alto,Sin Saldo
ZANESVILLE,OH,2006,3,0,2,1,0,10000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
BEACHWOOD,RI,2007,2,1,1,1,0,5386.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
NEWARK,IL,2003,5,0,1,0,0,291900.0,0.0,1,0,0,1,Alto,Sin Saldo
WEST CHESTER,OH,1986,11,0,0,0,0,76000.0,0.0,1,0,0,0,Bajo,Sin Saldo
TOLEDO,OH,1989,18,0,0,0,0,164400.0,0.0,0,0,0,0,Medio,Sin Saldo
CANTON,OH,1996,2,0,0,0,0,307000.0,0.0,1,0,1,1,Alto,Sin Saldo
ATHENS,OH,2009,21,0,2,1,0,350000.0,0.0,1,0,1,1,Alto,Sin Saldo
DAYTON,IL,1997,2,0,0,0,0,120000.0,0.0,1,0,0,0,Medio,Sin Saldo
WESTLAKE,TX,2000,4,0,1,0,0,450000.0,0.0,1,0,0,1,Alto,Sin Saldo
NEWARK,IL,1990,4,1,0,0,0,68000.0,0.0,1,0,0,0,Bajo,Sin Saldo
AUSTINTOWN,OH,2003,1,0,1,0,0,30000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,OH,2003,7,0,1,0,0,460000.0,0.0,1,0,0,0,Alto,Sin Saldo
COLUMBUS,OH,2005,1,0,1,1,0,34411.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
SPRINGFIELD,OH,2005,6,1,1,0,1,56000.0,0.0,1,0,0,0,Bajo,Sin Saldo
HEATH,OH,1993,3,1,0,0,0,88000.0,0.0,1,1,0,0,Medio,Sin Saldo
SPRINGBORO,OH,1998,10,0,0,0,0,426000.0,0.0,1,0,1,0,Alto,Sin Saldo
DAYTON,OH,1994,42,0,0,0,0,166000.0,0.0,1,0,1,1,Medio,Sin Saldo
TOLEDO,OH,2009,24,0,1,0,0,1000000.0,0.0,1,0,0,1,Alto,Sin Saldo
CINCINNATI,OH,2002,2,1,1,0,0,65000.0,0.0,1,0,1,0,Bajo,Sin Saldo
COLUMBUS,OH,2003,19,0,1,0,0,452000.0,0.0,1,0,1,0,Alto,Sin Saldo
HAMDEN,OH,1995,2,0,0,0,1,80000.0,0.0,1,0,0,0,Bajo,Sin Saldo
ROAMING SHORES,OH,1998,1,1,0,0,1,95000.0,0.0,1,0,0,0,Medio,Sin Saldo
WEST CHESTER,OH,1994,32,1,0,0,0,198000.0,0.0,1,1,0,0,Medio,Sin Saldo
TOLEDO,OH,2005,12,1,1,0,1,120000.0,0.0,1,0,0,0,Medio,Sin Saldo
CANFIELD,OH,1996,1,0,0,0,0,149000.0,0.0,1,0,1,0,Medio,Sin Saldo
NEW ALBANY,OH,2006,2,0,1,0,0,66000.0,0.0,0,0,0,1,Bajo,Sin Saldo
DAYTON,OH,2004,20,0,1,0,0,177000.0,0.0,1,0,1,0,Medio,Sin Saldo
SUGARGROVE,OH,2007,9,0,2,0,0,400000.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,IL,1989,3,1,0,0,0,75000.0,0.0,1,0,0,0,Bajo,Sin Saldo
CENTERVILLE,IL,2004,8,1,0,0,0,100000.0,0.0,1,1,1,1,Medio,Sin Saldo
ALLIANCE,OH,2005,25,1,1,1,0,462072.0,0.0,1,0,1,1,Alto,Sin Saldo
PASTASKALA,OH,1999,22,0,0,0,1,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
CANTON,RI,2006,2,0,1,1,0,44895.0,0.0,0,0,1,1,Bajo,Sin Saldo
SPRINGBORO,OH,2009,1,1,1,0,0,64000.0,0.0,1,0,1,1,Bajo,Sin Saldo
CLEVELAND,RI,2005,1,0,1,1,0,5000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
WORTHINGTON,OH,1995,22,0,0,0,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
DELAWARE,OH,2004,4,0,1,0,0,211000.0,0.0,1,0,1,1,Alto,Sin Saldo
DAYTON,OH,1994,3,0,0,0,0,250000.0,0.0,1,0,0,0,Alto,Sin Saldo
SHAKER HEIGHTS,OH,1982,4,0,0,0,0,150000.0,0.0,0,0,0,0,Medio,Sin Saldo
WILLOUGHBY,RI,2005,4,0,1,0,0,26000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MASSILLON,RI,2005,4,0,1,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,OH,2007,1,0,1,1,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
BRUNSWICK,OH,1985,20,1,0,0,0,110000.0,0.0,0,0,0,0,Medio,Sin Saldo
DAYTON,OH,2010,0,0,1,1,0,44842.0,0.0,1,0,0,0,Bajo,Sin Saldo
AKRON,OH,2000,9,0,1,0,0,40000.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
GREENVILLE,OH,2009,9,0,2,1,0,125006.0,0.0,1,0,0,1,Medio,Sin Saldo
AMESVILLE,OH,2006,4,0,2,0,0,198000.0,0.0,1,0,1,1,Medio,Sin Saldo
MARIETTA,OH,2008,1,0,2,1,0,15591.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
KENT,OH,1994,10,0,0,0,0,233750.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,OH,2002,8,1,1,1,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
HAMILTON,OH,2008,2,0,1,1,0,43705.0,0.0,1,0,0,1,Bajo,Sin Saldo
ELYRIA,RI,2005,50,0,1,1,0,75000.0,0.0,1,0,0,1,Bajo,Sin Saldo
CINCINNATI,OH,1988,28,0,0,0,0,303000.0,0.0,1,0,1,1,Alto,Sin Saldo
CINCINNATI,OH,2006,2,0,1,1,0,53422.0,0.0,1,0,0,1,Bajo,Sin Saldo
YOUNGSTOWN,IL,2002,16,0,1,1,0,61833.0,0.0,1,0,1,1,Bajo,Sin Saldo
COLUMBUS,OH,1990,27,0,0,0,0,351000.0,0.0,1,0,1,1,Alto,Sin Saldo
TOLEDO,OH,1996,14,0,0,0,0,85000.0,0.0,1,0,1,0,Bajo,Sin Saldo
WILLOUGHBY,OH,2001,4,0,1,0,0,72000.0,0.0,1,0,1,1,Bajo,Sin Saldo
DUBLIN,OH,2009,0,0,1,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
LOUISVILLE,OH,1999,3,1,0,0,0,380000.0,0.0,1,0,0,0,Alto,Sin Saldo
JOHNSTOWN,OH,2001,2,0,1,0,0,191700.0,0.0,1,0,1,1,Medio,Sin Saldo
HILLIARD,IL,2006,1,1,1,1,0,15000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
TOLEDO,RI,2007,3,0,1,0,0,15000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
STOW,OH,1996,6,0,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
WHITEHOUSE,CA,2010,3,0,1,0,0,15000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
NORTH CANTON,OH,2008,25,0,1,0,0,56000.0,0.0,0,0,0,1,Bajo,Sin Saldo
COLUMBUS,OH,1987,7,0,0,0,0,73000.0,0.0,1,1,1,1,Bajo,Sin Saldo
UPPER SANDUSKY,OH,1994,4,0,0,0,0,130000.0,0.0,1,0,0,0,Medio,Sin Saldo
HILLIARD,IL,2007,5,1,1,1,0,56245.0,0.0,0,0,0,1,Bajo,Sin Saldo
PLAIN CITY,OH,1988,10,0,0,0,0,124000.0,0.0,1,0,1,1,Medio,Sin Saldo
HUDSON,RI,2005,10,1,1,0,0,100000.0,0.0,1,0,0,1,Medio,Sin Saldo
LOUDONVILLE,DE,1991,6,0,0,0,0,208500.0,0.0,0,0,0,0,Alto,Sin Saldo
ASHLAND,RI,2005,12,0,2,1,0,17547.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
FAIRVIEW PARK,OH,2006,5,1,1,0,0,60000.0,0.0,1,0,0,0,Bajo,Sin Saldo
CINCINNATI,OH,1988,45,0,0,0,0,426000.0,0.0,1,0,1,1,Alto,Sin Saldo
DAYTON,DE,2005,103,0,1,0,0,1000000.0,0.0,1,0,0,0,Alto,Sin Saldo
MASON,OH,2004,40,1,2,0,0,499000.0,0.0,1,1,1,0,Alto,Sin Saldo
COLUMBUS,OH,1995,25,1,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
MARION,OH,2008,2,1,2,0,0,75000.0,0.0,1,1,1,1,Bajo,Sin Saldo
WOODSFIELD,WV,2004,3,0,2,0,1,120000.0,0.0,0,0,0,0,Medio,Sin Saldo
DAYTON,OH,2007,5,1,1,1,0,25000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
CENTERVILLE,DE,2007,9,0,2,0,0,224000.0,0.0,0,0,1,1,Alto,Sin Saldo
MEDINA,RI,2007,8,0,1,1,0,37500.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
IRONTON,VA,2005,10,0,2,0,0,50000.0,0.0,0,0,1,1,Bajo,Sin Saldo
NORTH LIMA,MI,2006,3,1,2,1,0,85510.0,0.0,1,0,1,1,Bajo,Sin Saldo
ROSSFORD,OH,1999,3,0,0,0,0,70000.0,0.0,1,0,0,0,Bajo,Sin Saldo
DAYTON,OH,1999,9,0,1,0,0,163600.0,0.0,1,0,1,1,Medio,Sin Saldo
CLEVELAND,OH,1999,6,0,0,0,1,99500.0,0.0,1,0,0,0,Medio,Sin Saldo
ROSSFORD,RI,2005,16,0,2,1,0,5000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
ASHVILLE,OH,2006,0,0,2,0,0,10000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MASON,DE,2005,4,0,2,1,0,75000.0,0.0,1,0,1,1,Bajo,Sin Saldo
CANTON,OH,2002,5,0,1,0,0,188000.0,0.0,1,0,1,1,Medio,Sin Saldo
MINERVA,OH,2011,44,1,2,1,0,2147860.0,0.0,1,0,1,1,Alto,Sin Saldo
DUBLIN,RI,2006,7,0,1,1,0,75708.0,0.0,0,0,0,1,Bajo,Sin Saldo
NEWBURY,OH,2013,37,0,1,0,0,500000.0,0.0,1,0,0,0,Alto,Sin Saldo
CAMBRIDGE,OH,1995,2,1,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
NEWARK,VA,2005,12,0,1,0,0,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
GROVE CITY,IL,2000,1,0,1,1,0,35000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
ASHTABULA,OH,2002,17,0,1,0,0,535000.0,0.0,1,0,0,1,Alto,Sin Saldo
CLEVELAND,IL,2000,10,0,0,0,0,150000.0,0.0,0,0,0,0,Medio,Sin Saldo
URBANA,OH,2008,3,1,2,1,0,349908.0,0.0,1,0,1,1,Alto,Sin Saldo
WARREN,PA,2011,10,0,1,1,0,775688.0,0.0,1,0,0,0,Alto,Sin Saldo
CANTON,IL,2000,35,1,1,0,0,150000.0,0.0,1,0,0,1,Medio,Sin Saldo
AKRON,OH,1995,2,1,0,0,1,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
MENTOR,DE,2005,2,1,2,1,0,46605.0,0.0,0,0,1,1,Bajo,Sin Saldo
ORRVILLE,DE,1996,3,1,0,0,1,35000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MENTOR,OH,1992,4,1,0,0,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
HAMILTON,DE,2006,1,0,1,1,0,14883.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
HILLIARD,RI,2006,2,0,1,0,0,17000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
COLUMBUS,CA,2006,5,0,1,0,0,100000.0,0.0,0,0,1,1,Medio,Sin Saldo
TOLEDO,OH,1985,2,1,0,0,0,50000.0,0.0,0,0,0,0,Bajo,Sin Saldo
CANTON,OH,1996,1,0,0,0,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,OH,2007,0,1,1,1,0,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
WAPAKONETA,OH,2005,21,1,2,1,0,78818.0,0.0,0,0,0,1,Bajo,Sin Saldo
BELLEVUE,OH,2002,3,0,2,0,0,434000.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,OH,2000,26,0,1,0,1,88800.0,0.0,1,0,0,0,Medio,Sin Saldo
STRONGSVILLE,RI,2005,9,0,1,1,0,242313.0,0.0,1,0,0,1,Alto,Sin Saldo
MEDINA,VA,2007,12,0,1,0,0,35000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CLEVELAND,RI,2005,6,0,1,1,0,100000.0,0.0,1,0,1,1,Medio,Sin Saldo
CINCINNATI,OH,2009,1,0,1,1,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
MALVERN,OH,2006,0,1,2,0,0,559800.0,0.0,1,0,1,1,Alto,Sin Saldo
NEW ALBANY,OH,1999,2,1,1,0,1,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
MASON,OH,2008,19,0,2,0,0,372000.0,0.0,1,0,1,0,Alto,Sin Saldo
SIDNEY,OH,2000,6,0,1,0,1,15000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,IL,1999,5,1,0,0,1,73700.0,0.0,1,0,0,0,Bajo,Sin Saldo
WESTERVILLE,OH,1993,3,0,0,0,0,35000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CINCINNATI,IL,2002,1,0,1,0,0,206300.0,0.0,1,0,0,1,Alto,Sin Saldo
AURORA,OH,2000,12,0,1,1,0,150000.0,0.0,1,0,1,1,Medio,Sin Saldo
DUBLIN,OH,2005,9,1,1,0,0,64000.0,0.0,1,1,1,1,Bajo,Sin Saldo
COLUMBUS,IL,2007,5,0,1,0,0,141000.0,0.0,1,0,0,1,Medio,Sin Saldo
CADIZ,OH,2007,2,1,2,0,0,12700.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
LORAIN,OH,2007,1,0,1,1,0,52392.0,0.0,0,0,0,1,Bajo,Sin Saldo
UPPER SANDUSKY,VA,2004,1,0,2,0,0,50000.0,0.0,0,0,0,1,Bajo,Sin Saldo
CLEVELAND,OH,1999,3,0,0,0,0,235000.0,0.0,1,0,0,0,Alto,Sin Saldo
TOLEDO,OH,1998,2,1,0,0,0,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
SPRINGFIELD,OH,1993,57,0,0,0,0,550000.0,0.0,1,0,0,0,Alto,Sin Saldo
BELPRE,CA,2002,4,1,1,0,0,350000.0,0.0,1,0,1,0,Alto,Sin Saldo
SPRINGFIELD,DE,2008,14,1,1,0,0,9000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
INDEPENDENCE,RI,2005,37,0,1,1,0,44638.0,0.0,1,0,0,1,Bajo,Sin Saldo
MENTOR,RI,2005,1,1,1,1,0,16000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1992,11,0,0,0,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
BOTKINS,OH,2003,2,0,2,1,0,21346.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
FREMONT,OH,1998,10,1,0,0,1,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,OH,2008,0,0,1,1,0,60465.0,0.0,0,0,0,0,Bajo,Sin Saldo
CLEVELAND,OH,2005,1,0,1,0,0,372000.0,0.0,1,0,1,0,Alto,Sin Saldo
LORAIN,OH,1995,2,0,0,0,1,34000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MASON,OH,2005,1,1,2,0,0,175000.0,0.0,1,0,1,0,Medio,Sin Saldo
MASSILLON,OH,1995,3,0,0,0,1,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
DELAWARE,IL,2010,1,1,1,0,0,32100.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
SUNBURY,OH,1995,5,1,0,0,1,71500.0,0.0,1,0,0,0,Bajo,Sin Saldo
CANAL WINCHESTER,OH,2005,4,0,1,0,0,102200.0,0.0,0,1,0,1,Medio,Sin Saldo
CLEVELAND HEIGHTS,OH,2012,4,0,1,1,0,47000.0,0.0,1,0,0,0,Bajo,Sin Saldo
MENTOR,CT,2000,15,0,1,0,0,300000.0,0.0,1,0,0,0,Alto,Sin Saldo
CHIPPEWA LAKE,OH,2006,3,0,2,1,0,13300.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
ZANESVILLE,OH,1995,3,1,0,0,1,37000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MILLERSBURG,OH,2009,1,1,2,0,0,35700.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
CINCINNATI,OH,2000,42,0,2,0,0,617000.0,0.0,1,0,1,0,Alto,Sin Saldo
COLUMBUS,IL,1994,10,1,0,0,0,95000.0,0.0,1,0,0,0,Medio,Sin Saldo
OTTAWA,OH,2011,0,0,1,0,0,10000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CLEVELAND,DE,2007,6,0,1,1,0,488700.0,0.0,1,0,0,1,Alto,Sin Saldo
CLEVELAND,OH,2005,1,0,1,0,0,45000.0,0.0,1,0,1,1,Bajo,Sin Saldo
COLUMBUS,IL,2008,1,1,1,1,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CIRCLEVILLE,OH,2003,1,1,2,0,0,376500.0,0.0,0,0,1,0,Alto,Sin Saldo
YOUNGSTOWN,OH,2005,1,1,1,0,0,212500.0,0.0,1,0,1,1,Alto,Sin Saldo
TOLEDO,OH,1995,42,0,0,0,0,312000.0,0.0,1,0,1,1,Alto,Sin Saldo
